"id";"winerys";"winetype";"country";"region";"averages";"reviews";"images";"winename"
203;"ELIO PERRONE";"Rose";"I";"piemonte";4.2;923;"https://images.vivino.com/thumbs/kixsM17DQPm1fVhtXU7CVw_pb_x300.png";"BIGARÒ ROSÉ N.V."
204;"FRANK CORNELISSEN";"Rose";"I";"terre siciliane";4.2;801;"https://images.vivino.com/thumbs/BVH8ELQXQb-mU6_RXOOb9Q_pb_x300.png";"SUSUCARU 2017"
205;"MINUTY";"Rose";"FR";"côtes de provence";4.2;792;"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png";"ROSÉ ET OR 2016"
206;"COLINAS DE SÃO LOURENÇO";"Rose";"PT";"bairrada";4.2;773;"https://images.vivino.com/thumbs/vmjXeGfgQiC4PiyvQX8sTw_pb_x300.png";"PRINCIPAL ROSÉ TÉTE DE CUVÉE N.V."
207;"CHÂTEAU SAINTE MARGUERITE";"Rose";"FR";"côtes de provence";4.2;713;"https://images.vivino.com/thumbs/RxXi347kRsu_KivwmBoMzA_pb_x300.png";"SYMPHONIE CÔTES DE PROVENCE ROSÉ N.V."
208;"DOMAINES OTT";"Rose";"FR";"bandol";4.2;702;"https://images.vivino.com/thumbs/tE2hMYcUTnuNw1l0_BFZlA_pb_x300.png";"CHÂTEAU ROMASSAN ROSÉ (COEUR DE GRAIN) 2017"
209;"DOMAINE DES DIABLES";"Rose";"FR";"côtes de provence";4.2;679;"https://images.vivino.com/thumbs/MGG4mGSwQ9aiLpGuXCFvjQ_pb_x300.png";"ROSÉ BONBON CÔTES DE PROVENCE N.V."
210;"DOMAINES OTT";"Rose";"FR";"côtes de provence";4.2;670;"https://images.vivino.com/thumbs/HTx2ObtVSqKNdcDX3rdbxA_pb_x300.png";"CHÂTEAU DE SELLE ROSÉ (COEUR DE GRAIN) 2017"
211;"DOMAINES OTT";"Rose";"FR";"bandol";4.2;627;"https://images.vivino.com/thumbs/tE2hMYcUTnuNw1l0_BFZlA_pb_x300.png";"CHÂTEAU ROMASSAN ROSÉ (COEUR DE GRAIN) 2016"
212;"TENUTA IL POGGIONE";"Rose";"I";"toscana";4.2;623;"https://images.vivino.com/thumbs/UlzJZw2ZSViSGaTrZd3Few_pb_x300.png";"ROSATO DI TOSCANA BRANCATO N.V."
213;"DOMAINE TEMPIER";"Rose";"FR";"bandol";4.2;610;"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png";"BANDOL ROSÉ 2016"
214;"REYMOS";"Rose";"SP";"valencia";4.2;586;"https://images.vivino.com/thumbs/-9gKjljFTMuwfFY1W658SQ_pb_x300.png";"VIÑA TENDIDA MOSCATO ROSÉ N.V."
215;"DOMAINES OTT";"Rose";"FR";"bandol";4.2;582;"https://images.vivino.com/thumbs/uE0N0zxUS1K36LSWVi_S_Q_pb_x300.png";"CHÂTEAU ROMASSAN ROSÉ (COEUR DE GRAIN) 2015"
216;"MARCEL MARTIN";"Rose";"FR";"rosé d'anjou";4.2;567;"https://images.vivino.com/thumbs/Wln49EWoRZ2Ck1Pv01AVHw_pb_x300.png";"LA JAGLERIE ROSÉ D'ANJOU 2016"
217;"MIRABEAU";"Rose";"FR";"côtes de provence";4.2;558;"https://images.vivino.com/thumbs/ctt2wzP2RmmkI6Vn7O2Oyw_pb_x300.png";"ETOILE PROVENCE ROSÉ N.V."
218;"MUD HOUSE";"Rose";"new zealand";"marlborough";4.2;533;"https://images.vivino.com/highlights/icon/most_user_rated.svg";"SAUVIGNON BLANC ROSÉ 2017"
219;"MINUTY";"Rose";"FR";"côtes de provence";4.2;470;"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png";"ROSÉ ET OR 2015"
220;"DOMAINE TEMPIER";"Rose";"FR";"bandol";4.2;467;"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png";"BANDOL ROSÉ 2015"
221;"SCRIBE";"Rose";"united states";"sonoma coast";4.2;459;"https://images.vivino.com/thumbs/JcMStljASvegQOhoXmtZKg_pb_x300.png";"ROSÉ OF PINOT NOIR N.V."
222;"DOMAINE SAINTE LUCIE";"Rose";"FR";"côtes de provence";4.2;453;"https://images.vivino.com/thumbs/WUA65QuMRxeViLJllLqN_A_pb_x300.png";"MIP CLASSIC CÔTES DE PROVENCE ROSÉ 2016"
223;"FRANK CORNELISSEN";"Rose";"I";"terre siciliane";4.2;450;"https://images.vivino.com/thumbs/BVH8ELQXQb-mU6_RXOOb9Q_pb_x300.png";"SUSUCARU 2016"
224;"COMMANDERIE DE LA BARGEMONE";"Rose";"FR";"coteaux d'aix-en-provence";4.2;435;"https://images.vivino.com/thumbs/WAF5yEazROuzWMyspVSnVg_pb_x300.png";"CUVÉE MARINA ROSÉ 2016"
225;"DOMAINES OTT";"Rose";"FR";"côtes de provence";4.2;422;"https://images.vivino.com/thumbs/2J5LDR2GTQKcG98pAApYqA_pb_x300.png";"CLOS MIREILLE ROSÉ (COEUR DE GRAIN) 2016"
226;"DOMAINES OTT";"Rose";"FR";"bandol";4.2;419;"https://images.vivino.com/thumbs/uE0N0zxUS1K36LSWVi_S_Q_pb_x300.png";"CHÂTEAU ROMASSAN ROSÉ (COEUR DE GRAIN) 2013"
227;"CHÂTEAU PIGOUDET";"Rose";"FR";"coteaux d'aix-en-provence";4.2;418;"https://images.vivino.com/thumbs/7NuqRindSxW7cXDBQLU4SQ_pb_x300.png";"CLASSIC ROSÉ 2017"
228;"LA TOUR MELAS";"Rose";"greece";"fthiotida";4.2;416;"https://images.vivino.com/thumbs/9aUmPPTPRXiSZKyQ5FAtTA_pb_x300.png";"IDYLLE D'ACHINOS ROSÉ 2017"
229;"DOMAINE TEMPIER";"Rose";"FR";"bandol";4.2;402;"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png";"BANDOL ROSÉ 2017"
230;"COLINAS DE SÃO LOURENÇO";"Rose";"PT";"bairrada";4.2;398;"https://images.vivino.com/thumbs/vmjXeGfgQiC4PiyvQX8sTw_pb_x300.png";"PRINCIPAL ROSÉ TÉTE DE CUVÉE 2010"
231;"CHÂTEAU D'ESCLANS";"Rose";"FR";"côtes de provence";4.2;380;"https://images.vivino.com/thumbs/vafcQPqBT4-cODnCEedeag_pb_x300.png";"ROCK ANGEL ROSÉ 2014"
232;"AMEZTOI";"Rose";"SP";"getariako txakolina";4.2;369;"https://images.vivino.com/thumbs/MuVqotNHTreQehQE5bjS4Q_pb_x300.png";"RUBENTIS 2017"
233;"LIQUID FARM";"Rose";"united states";"happy canyon of santa barbara";4.2;364;"https://images.vivino.com/thumbs/DRKKiypkReWEm-BpptBhQg_pb_x300.png";"VOGELZANG VINEYARD ROSÉ N.V."
234;"LA TOUR MELAS";"Rose";"greece";"fthiotida";4.2;359;"https://images.vivino.com/thumbs/9aUmPPTPRXiSZKyQ5FAtTA_pb_x300.png";"IDYLLE D'ACHINOS ROSÉ 2018"
235;"INNOCENT BYSTANDER";"Rose";"australia";"victoria";4.2;343;"https://images.vivino.com/thumbs/TIcrihLETMi5Z-NUkyq4ag_pb_x300.png";"MOSCATO ROSÉ 2016"
236;"COMMANDERIE DE LA BARGEMONE";"Rose";"FR";"coteaux d'aix-en-provence";4.2;341;"https://images.vivino.com/thumbs/WAF5yEazROuzWMyspVSnVg_pb_x300.png";"CUVÉE MARINA ROSÉ 2017"
237;"MINUTY";"Rose";"FR";"côtes de provence";4.2;335;"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png";"ROSÉ ET OR 2014"
238;"DOMAINE SAINTE LUCIE";"Rose";"FR";"côtes de provence";4.2;330;"https://images.vivino.com/thumbs/vsfrVEIUR-mDQ56LcBvrhg_pb_x300.png";"MIP COLLECTION CÔTES DE PROVENCE ROSÉ N.V."
239;"DROUET FRÉRES";"Rose";"FR";"rosé d'anjou";4.2;325;"https://images.vivino.com/thumbs/mz1-HLsKT022Iy5Cu2sWwg_pb_x300.png";"LES ROSERAIES ROSÉ D'ANJOU 2016"
240;"FRANK CORNELISSEN";"Rose";"I";"terre siciliane";4.2;310;"https://images.vivino.com/thumbs/BVH8ELQXQb-mU6_RXOOb9Q_pb_x300.png";"SUSUCARU 2018"
241;"AMEZTOI";"Rose";"SP";"getariako txakolina";4.2;309;"https://images.vivino.com/thumbs/MuVqotNHTreQehQE5bjS4Q_pb_x300.png";"RUBENTIS 2016"
242;"TENUTA SANT'ANTONIO";"Rose";"I";"veneto";4.2;309;"https://images.vivino.com/thumbs/QNczyaedT3OgXcam4NGd7g_pb_x300.png";"SCAIA ROSATO 2018"
243;"SILVER MOKI";"Rose";"new zealand";"marlborough";4.2;308;"https://images.vivino.com/thumbs/QWKNuDV9QZWneng1oSNegA_pb_x300.png";"SAUVIGNON BLANC BLUSH N.V."
244;"DOMAINE DE FONTSAINTE";"Rose";"FR";"corbières";4.2;296;"https://images.vivino.com/thumbs/IrnrLk1LTcWMVdMZwSzz9g_pb_x300.png";"GRIS DE GRIS CORBIÈRES ROSÉ 2017"
245;"DOMAINES OTT";"Rose";"FR";"côtes de provence";4.2;294;"https://images.vivino.com/thumbs/znOSQj0RQ5-wnZBGajuK9w_pb_x300.png";"CHÂTEAU DE SELLE ROSÉ (COEUR DE GRAIN) 2012"
246;"GUT OGGAU";"Rose";"austria";"weinland";4.2;291;"https://images.vivino.com/thumbs/-JU7UEW5S82dB_d8Pzvwag_pb_x300.png";"WINIFRED ROSÉ 2017"
247;"OLIVER";"Rose";"united states";"indiana";4.2;287;"https://images.vivino.com/thumbs/Tb0hDplEQjyTkUX9wV7GFA_pb_x300.png";"CHERRY MOSCATO N.V."
248;"SILVER MOKI";"Rose";"new zealand";"marlborough";4.2;285;"https://images.vivino.com/thumbs/QWKNuDV9QZWneng1oSNegA_pb_x300.png";"SAUVIGNON BLANC BLUSH 2018"
249;"LA TOUR MELAS";"Rose";"greece";"fthiotida";4.2;271;"https://images.vivino.com/thumbs/9aUmPPTPRXiSZKyQ5FAtTA_pb_x300.png";"IDYLLE D'ACHINOS ROSÉ 2016"
250;"UNTI";"Rose";"united states";"dry creek valley";4.2;269;"https://images.vivino.com/thumbs/u5iQqLRISUmZ5eQcT-DUKQ_pb_x300.png";"ROSÉ N.V."
251;"DOMAINE TEMPIER";"Rose";"FR";"bandol";4.2;264;"https://images.vivino.com/thumbs/8gpGyvR_Sx62deQQ4I9IVg_pb_x300.png";"BANDOL ROSÉ 2014"
252;"FRANÇOIS COTAT";"Rose";"FR";"sancerre";4.2;267;"https://images.vivino.com/thumbs/Brth9y9JRgeSCsnhCj2bXw_pb_x300.png";"CHAVIGNOL SANCERRE ROSÉ N.V."
253;"SAINT ANDRE DE FIGUIERE";"Rose";"FR";"côtes de provence";4.2;262;"https://images.vivino.com/thumbs/oCF-ZahhTXOYNuSXDtZUuA_pb_x300.png";"PREMIÈRE DE FIGUIÈRE ROSÉ 2017"
254;"AMEZTOI";"Rose";"SP";"getariako txakolina";4.2;258;"https://images.vivino.com/thumbs/MuVqotNHTreQehQE5bjS4Q_pb_x300.png";"RUBENTIS 2013"
255;"CHÂTEAU D'ESCLANS";"Rose";"FR";"côtes de provence";4.2;248;"https://images.vivino.com/thumbs/67wqpawVTKGh1Ibl--Zr1w_pb_x300.png";"LES CLANS ROSÉ 2012"
256;"MINUTY";"Rose";"FR";"côtes de provence";4.2;238;"https://images.vivino.com/thumbs/looU6BtORRmCTb5RbU6V9g_pb_x300.png";"PRESTIGE ROSÉ 2013"
257;"CHATELAIN DESJACQUES";"Rose";"FR";"rosé d'anjou";4.2;235;"https://images.vivino.com/highlights/icon/most_user_rated.svg";"ROSÉ D'ANJOU 2015"
258;"MINUTY";"Rose";"FR";"côtes de provence";4.2;230;"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png";"ROSÉ ET OR 2013"
259;"CHÂTEAU SAINTE MARGUERITE";"Rose";"FR";"côtes de provence";4.2;230;"https://images.vivino.com/thumbs/RxXi347kRsu_KivwmBoMzA_pb_x300.png";"SYMPHONIE CÔTES DE PROVENCE ROSÉ 2017"
260;"WITHERS";"Rose";"united states";"el dorado";4.2;223;"https://images.vivino.com/thumbs/qRuyhcjhQi6R2y60COe7kQ_pb_x300.png";"ROSÉ N.V."
261;"CHÂTEAU PIGOUDET";"Rose";"FR";"coteaux d'aix-en-provence";4.2;214;"https://images.vivino.com/thumbs/fzKZr7VJTf-MW0NWL5vDCA_pb_x300.png";"LE GRAND PIGOUDET ROSÉ N.V."
262;"BARTENURA";"Rose";"I";"malvasia di castelnuovo don bosco";4.2;213;"https://images.vivino.com/thumbs/bx6znn-kQJ-hQ7GQWXlDuw_pb_x300.png";"MALVASIA CASTELNUOVO DON BOSCO ROSÉ N.V."
263;"TENUTA IL POGGIONE";"Rose";"I";"toscana";4.2;205;"https://images.vivino.com/thumbs/UlzJZw2ZSViSGaTrZd3Few_pb_x300.png";"ROSATO DI TOSCANA BRANCATO 2015"
264;"CHÂTEAU D'ESCLANS";"Rose";"FR";"côtes de provence";4.2;205;"https://images.vivino.com/thumbs/67wqpawVTKGh1Ibl--Zr1w_pb_x300.png";"LES CLANS ROSÉ 2015"
265;"SAN SALVATORE";"Rose";"I";"paestum";4.2;204;"https://images.vivino.com/thumbs/Is67T4-ySk6gbvW4Ty458g_pb_x300.png";"VETERE PAESTUM ROSATO 2016"
266;"TEUTONIC";"Rose";"united states";"chehalem mountains";4.2;204;"https://images.vivino.com/thumbs/DDrh0bQqRfWoJfsQyoqh-Q_pb_x300.png";"ROSÉ (LAUREL VINEYARD) N.V."
267;"REZABAL";"Rose";"SP";"getariako txakolina";4.2;199;"https://images.vivino.com/thumbs/Jheym4PjRdKFrgRxtC9Bwg_pb_x300.png";"ROSÉ 2017"
268;"COLINAS DE SÃO LOURENÇO";"Rose";"PT";"bairrada";4.2;188;"https://images.vivino.com/thumbs/vmjXeGfgQiC4PiyvQX8sTw_pb_x300.png";"PRINCIPAL ROSÉ TÉTE DE CUVÉE 2007"
269;"PICO MACCARIO";"Rose";"I";"piemonte";4.2;184;"https://images.vivino.com/thumbs/5uadg-Q-RXWUdO79CA4uCQ_pb_x300.png";"PIEMONTE LAVIGNONE ROSATO 2017"
270;"ERIC KENT";"Rose";"united states";"sonoma coast";4.2;179;"https://images.vivino.com/thumbs/VmxzPxjKTD2S5acgHeVPtA_pb_x300.png";"ROSÉ N.V."
271;"CHÂTEAU SAINTE MARGUERITE";"Rose";"FR";"côtes de provence";4.2;177;"https://images.vivino.com/thumbs/RxXi347kRsu_KivwmBoMzA_pb_x300.png";"SYMPHONIE CÔTES DE PROVENCE ROSÉ 2016"
272;"LONG MEADOW RANCH";"Rose";"united states";"anderson valley";4.2;174;"https://images.vivino.com/thumbs/OhR-I6jlSPuz7Lyz2MCw6w_pb_x300.png";"ANDERSON VALLEY ROSÉ OF PINOT NOIR N.V."
273;"PARADUXX";"Rose";"united states";"napa valley";4.2;174;"https://images.vivino.com/thumbs/pN2vg4RPR9SigF5TX7696w_pb_x300.png";"ROSÉ N.V."
274;"PASCAL JOLIVET";"Rose";"FR";"sancerre";4.2;172;"https://images.vivino.com/thumbs/PDy6pyrRQIepnH_IxE8RwQ_pb_x300.png";"SANCERRE ROSÉ 2015"
275;"PEYRASSOL";"Rose";"FR";"côtes de provence";4.2;170;"https://images.vivino.com/thumbs/bgikOQJGSFWghwQ4lpdF8g_pb_x300.png";"CHATEAU PEYRASSOL CÔTES DE PROVENCE ROSÉ 2016"
276;"CHÂTEAU LA TOUR DE L'ÉVÊQUE";"Rose";"FR";"côtes de provence";4.2;170;"https://images.vivino.com/thumbs/5uSM8XPUSK6AvR6oVmw1jA_pb_x300.png";"PÉTALE DE ROSÉ 2018"
277;"CLOS CIBONNE";"Rose";"FR";"côtes de provence";4.2;164;"https://images.vivino.com/thumbs/CEs3G3roR3qkt0mn3gK6Ew_pb_x300.png";"CUVÉE PRESTIGE CAROLINE ROSÉ N.V."
278;"FRANZ HAAS";"Rose";"I";"südtirol - alto adige";4.2;164;"https://images.vivino.com/thumbs/vrIIWtC_Rcq-5EdiqvRTFQ_pb_x300.png";"MOSCATO ROSA SCHWEIZER 2015"
279;"L'ANGLORE - ERIC PFIFFERLING";"Rose";"FR";"tavel";4.2;164;"https://images.vivino.com/thumbs/QlIar-lNTGO4UWMhuNE7gQ_pb_x300.png";"TAVEL 2015"
280;"CHÂTEAU SAINT-MAUR";"Rose";"FR";"côtes de provence";4.2;161;"https://images.vivino.com/thumbs/s-f3NeCPQCOlbSMmmwDUGw_pb_x300.png";"L'EXCELLENCE CÔTES DE PROVENCE ROSÉ 2018"
281;"MIRABEAU";"Rose";"FR";"côtes de provence";4.2;159;"https://images.vivino.com/thumbs/ctt2wzP2RmmkI6Vn7O2Oyw_pb_x300.png";"ETOILE PROVENCE ROSÉ 2018"
282;"CHÂTEAU DE CAMPUGET";"Rose";"FR";"costières-de-nîmes";4.2;154;"https://images.vivino.com/thumbs/IG0LfhSDR8uRjlmun4vouQ_pb_x300.png";"1753 SYRAH - VERMENTINO ROSÉ 2017"
283;"CANTALUPO";"Rose";"I";"colline novaresi";4.2;152;"https://images.vivino.com/thumbs/ilHzbamqSiWL3uEnnNqmaQ_pb_x300.png";"IL MIMO NEBBIOLO COLLINE NOVARESI 2008"
284;"AMUSE BOUCHE";"Rose";"united states";"napa valley";4.2;151;"https://images.vivino.com/thumbs/hNtHnTZ3Q8ynhRc1jc7Lpg_pb_x300.png";"PRÊT À BOIRE ROSÉ N.V."
285;"MANINCOR";"Rose";"I";"vigneti delle dolomiti";4.2;151;"https://images.vivino.com/thumbs/zLeKMJeeRuKddvgUjmzOXA_pb_x300.png";"LA ROSÉ DE MANINCOR 2017"
286;"DOMAINE DES NOUELLES";"Rose";"FR";"rosé d'anjou";4.2;150;"https://images.vivino.com/highlights/icon/top_ranked.svg";"ROSÉ D'ANJOU 2017"
287;"DOMAINE DES DIABLES";"Rose";"FR";"côtes de provence";4.2;150;"https://images.vivino.com/thumbs/MGG4mGSwQ9aiLpGuXCFvjQ_pb_x300.png";"ROSÉ BONBON CÔTES DE PROVENCE 2016"
288;"FRANZ HAAS";"Rose";"I";"südtirol - alto adige";4.2;149;"https://images.vivino.com/thumbs/vrIIWtC_Rcq-5EdiqvRTFQ_pb_x300.png";"MOSCATO ROSA SCHWEIZER 2016"
289;"SAINT ANDRE DE FIGUIERE";"Rose";"FR";"côtes de provence";4.2;144;"https://images.vivino.com/thumbs/oCF-ZahhTXOYNuSXDtZUuA_pb_x300.png";"PREMIÈRE DE FIGUIÈRE ROSÉ 2018"
290;"CHÂTEAU SAINTE MARGUERITE";"Rose";"FR";"côtes de provence";4.2;140;"https://images.vivino.com/thumbs/RxXi347kRsu_KivwmBoMzA_pb_x300.png";"SYMPHONIE CÔTES DE PROVENCE ROSÉ 2018"
291;"DROUET FRÉRES";"Rose";"FR";"rosé d'anjou";4.2;139;"https://images.vivino.com/thumbs/mz1-HLsKT022Iy5Cu2sWwg_pb_x300.png";"LES ROSERAIES ROSÉ D'ANJOU 2018"
292;"RIUNITE";"Rose";"I";"emilia-romagna";4.2;139;"https://images.vivino.com/thumbs/AcVtS7ZrTZeOxUIoVzXSMw_pb_x300.png";"MOSCATO PEACH N.V."
293;"STAGS' LEAP";"Rose";"united states";"napa valley";4.2;151;"https://images.vivino.com/thumbs/U3wmjZoRSQCUm_UhNY3qfw_pb_x300.png";"AMPARO ROSÉ 2015"
294;"GUT OGGAU";"Rose";"austria";"weinland";4.2;138;"https://images.vivino.com/thumbs/L897GdEYT0uWdHmgyxj9QQ_pb_x300.png";"ROSÉ (FAMILY REUNION) N.V."
295;"DOMAINE LAFAGE";"Rose";"FR";"côtes du roussillon";4.2;137;"https://images.vivino.com/thumbs/eLc1KykxT9uFfFn0J4nGkg_pb_x300.png";"LA GRANDE CUVÉE ROSÉ 2013"
296;"CONTE OTTAVIO PICCOLOMINI";"Rose";"I";"vallagarina";4.2;140;"https://images.vivino.com/highlights/icon/top_ranked.svg";"IMPRESSIONI ITALIANE PONTICELLO VALLAGARINA N.V."
297;"CHÂTEAU D’OLLIÈRES";"Rose";"FR";"provence";4.2;132;"https://images.vivino.com/thumbs/Ym9PbtvnS0mgYjfuWmMsKA_pb_x300.png";"ROSÉ 2017"
298;"VILLA M";"Rose";"I";"piemonte";4.2;132;"https://images.vivino.com/thumbs/__JeiUHGQ5KF6LBGEREllw_pb_x300.png";"ROSÉ N.V."
299;"DOMAINES OTT";"Rose";"FR";"bandol";4.2;132;"https://images.vivino.com/thumbs/uE0N0zxUS1K36LSWVi_S_Q_pb_x300.png";"CHÂTEAU ROMASSAN ROSÉ (COEUR DE GRAIN) 2012"
300;"MINUTY";"Rose";"FR";"côtes de provence";4.2;130;"https://images.vivino.com/thumbs/xkMPG20ZS5mehP-XH0iBXg_pb_x300.png";"ROSÉ ET OR 2012"
301;"DOMAINE DE MARQUILIANI";"Rose";"FR";"corsica";4.2;123;"https://images.vivino.com/thumbs/z8FGNwlQQCO5qDkOtjpm5Q_pb_x300.png";"LE ROSÉ DE PAULINE N.V."
302;"CHÂTEAU D’OLLIÈRES";"Rose";"FR";"provence";4.2;122;"https://images.vivino.com/thumbs/Ym9PbtvnS0mgYjfuWmMsKA_pb_x300.png";"ROSÉ 2018"
303;"LE ROI DES PIERRES";"Rose";"FR";"sancerre";4.2;122;"https://images.vivino.com/thumbs/5iVUziRpQ9aFTGORqhE8pg_pb_x300.png";"SANCERRE ROSÉ N.V."
304;"LA MASCARONNE";"Rose";"FR";"côtes de provence";4.2;122;"https://images.vivino.com/thumbs/WaUeUV2PRm6KVLxl8qHsDQ_pb_x300.png";"QUAT' SAISONS CÔTES DE PROVENCE 2018"
305;"FRANZ HAAS";"Rose";"I";"südtirol - alto adige";4.2;121;"https://images.vivino.com/thumbs/vrIIWtC_Rcq-5EdiqvRTFQ_pb_x300.png";"MOSCATO ROSA SCHWEIZER 2014"
306;"NORTH VALLEY";"Rose";"united states";"willamette valley";4.2;120;"https://images.vivino.com/thumbs/pSGD5Is1SGK2utMyU0W1nA_pb_x300.png";"PINOT NOIR ROSÉ N.V."
307;"DOMAINE DU PATERNEL";"Rose";"FR";"cassis";4.2;116;"https://images.vivino.com/thumbs/kRCztNbFRUmIbkv_EOZaWA_pb_x300.png";"ROSÉ 2018"
308;"WESTERN CELLARS";"Rose";"united states";"california";4.2;115;"https://images.vivino.com/thumbs/nScMDK3BTiyz0P--QLiSWQ_pb_x300.png";"ZINFANDEL ROSÉ 2018"
309;"WOOING TREE";"Rose";"new zealand";"central otago";4.2;114;"https://images.vivino.com/thumbs/60KJESfOQQeeI7SyD80Lkg_pb_x300.png";"BLONDIE 2018"
310;"GUT OGGAU";"Rose";"austria";"weinland";4.2;114;"https://images.vivino.com/thumbs/L897GdEYT0uWdHmgyxj9QQ_pb_x300.png";"ROSÉ (FAMILY REUNION) 2016"
311;"SCALA DEI";"Rose";"SP";"priorat";4.2;114;"https://images.vivino.com/thumbs/R5JqTwFKSuS9SF7qFQr5-g_pb_x300.png";"PLA DEL ÀNGELS ROSADO 2017"
312;"SAN SALVATORE";"Rose";"I";"paestum";4.2;111;"https://images.vivino.com/thumbs/Is67T4-ySk6gbvW4Ty458g_pb_x300.png";"VETERE PAESTUM ROSATO 2015"
313;"SCRIBE";"Rose";"united states";"sonoma coast";4.2;110;"https://images.vivino.com/thumbs/JcMStljASvegQOhoXmtZKg_pb_x300.png";"ROSÉ OF PINOT NOIR 2016"
314;"MAISON WILLIAMS CHASE";"Rose";"FR";"luberon";4.2;109;"https://images.vivino.com/thumbs/gr6uy4QmQSuzw0L2gkGF6w_pb_x300.png";"ROSÉ 2017"
315;"CHÂTEAU D'ESCLANS";"Rose";"FR";"côtes de provence";4.2;107;"https://images.vivino.com/thumbs/67wqpawVTKGh1Ibl--Zr1w_pb_x300.png";"LES CLANS ROSÉ 2016"
316;"CHÂTEAU BARBEYROLLES";"Rose";"FR";"côtes de provence";4.2;106;"https://images.vivino.com/thumbs/Sx-mc4NxQc6b0zR0HPodqw_pb_x300.png";"PÉTALE DE ROSÉ 2015"
317;"LAKEWOOD";"Rose";"united states";"finger lakes";4.2;104;"https://images.vivino.com/thumbs/1hfYxQ_4SMqgj2iYwTUukA_pb_x300.png";"ABBY ROSÉ N.V."
318;"MARCHANDISE";"Rose";"FR";"côtes de provence";4.2;103;"https://images.vivino.com/thumbs/dWhtr5XDR762PT2bJDi-jA_pb_x300.png";"CÔTES DE PROVENCE ROSÉ 2018"
319;"SONO MONTENIDOLI";"Rose";"I";"toscana";4.2;102;"https://images.vivino.com/thumbs/_aiWDsHdRv-cMWA2zX7tmA_pb_x300.png";"CANAIUOLO ROSATO 2018"
320;"HENRI BADOUX";"Rose";"switzerland";"chablais";4.2;103;"https://images.vivino.com/thumbs/bgBJLl48QF-vX7Kit2Gi3w_pb_x300.png";"AIGLE LES MURAILLES ROSÉ 2017"
321;"SARACENI";"Rose";"I";"veneto";4.2;102;"https://images.vivino.com/thumbs/FGqi3tz4TuKyIOxY1cjvfg_pb_x300.png";"VOLARE N.V."
322;"DAY WINES";"Rose";"united states";"oregon";4.2;102;"https://images.vivino.com/thumbs/nY1khh1sR0eeW8VabK1qbw_pb_x300.png";"BABYCHEEKS ROSÉ N.V."
323;"CHÂTEAU DE PAMPELONNE";"Rose";"FR";"côtes de provence";4.2;101;"https://images.vivino.com/thumbs/AcGRR_98RCOe3GcHn6C5Cw_pb_x300.png";"LÉGENDE CÔTES DE PROVENCE ROSÉ 2016"
324;"CHÂTEAU RASQUE";"Rose";"FR";"côtes de provence";4.2;100;"https://images.vivino.com/thumbs/WiF8BZpYQMq901Lg9xfyUg_pb_x300.png";"CUVÉE ALEXANDRA CÔTES DE PROVENCE 2013"
325;"AMEZTOI";"Rose";"SP";"getariako txakolina";4.2;100;"https://images.vivino.com/thumbs/MuVqotNHTreQehQE5bjS4Q_pb_x300.png";"RUBENTIS 2012"
326;"CHÊNE BLEU";"Rose";"FR";"vaucluse";4.2;98;"https://images.vivino.com/thumbs/h49M-L__QcCQ4x84n4QwYQ_pb_x300.png";"ROSÉ 2016"
327;"MAISON WILLIAMS CHASE";"Rose";"FR";"luberon";4.2;98;"https://images.vivino.com/thumbs/gr6uy4QmQSuzw0L2gkGF6w_pb_x300.png";"ROSÉ 2016"
328;"FRANZ HAAS";"Rose";"I";"südtirol - alto adige";4.2;96;"https://images.vivino.com/thumbs/vrIIWtC_Rcq-5EdiqvRTFQ_pb_x300.png";"MOSCATO ROSA SCHWEIZER 2017"
329;"PROPRIETA SPERINO";"Rose";"I";"coste della sesia";4.2;95;"https://images.vivino.com/thumbs/z-SK6OnBQpe1QDXp_tReUw_pb_x300.png";"ROSA DEL ROSA ROSATO 2018"
330;"DOMAINE DES DIABLES";"Rose";"FR";"côtes de provence";4.2;93;"https://images.vivino.com/thumbs/MGG4mGSwQ9aiLpGuXCFvjQ_pb_x300.png";"ROSÉ BONBON CÔTES DE PROVENCE 2015"
331;"LIMERICK LANE";"Rose";"united states";"russian river valley";4.2;94;"https://images.vivino.com/thumbs/IUJDaRtvTpKyQCWtQn9_1g_pb_x300.png";"SYRAH OF ROSÉ N.V."
332;"FRANZ HAAS";"Rose";"I";"südtirol - alto adige";4.2;89;"https://images.vivino.com/thumbs/vrIIWtC_Rcq-5EdiqvRTFQ_pb_x300.png";"MOSCATO ROSA SCHWEIZER 2011"
333;"CHÂTEAU SIMONE";"Rose";"FR";"palette";4.2;88;"https://images.vivino.com/thumbs/lnQL_iedQN2WcC2L68IceQ_pb_x300.png";"PALETTE ROSE 2013"
